SoC,Approx_OCV
0.0,2.6190000000000007
0.005025125628140704,2.781045226130654
0.010050251256281407,2.8614221105527644
0.01507537688442211,2.923050251256282
0.020100502512562814,2.9700703517587943
0.02512562814070352,3.005587939698493
0.03015075376884422,3.042105527638191
0.035175879396984924,3.0703165829145735
0.04020100502512563,3.0921407035175887
0.04522613065326633,3.1136582914572863
0.05025125628140704,3.1341758793969854
0.05527638190954774,3.154693467336684
0.06030150753768844,3.1702110552763823
0.06532663316582915,3.1837286432160807
0.07035175879396985,3.1982462311557796
0.07537688442211056,3.212678391959799
0.08040201005025126,3.219281407035176
0.08542713567839195,3.2327989949748748
0.09045226130653267,3.2323165829145735
0.09547738693467336,3.2388341708542714
0.10050251256281408,3.2393517587939704
0.10552763819095477,3.238869346733669
0.11055276381909548,3.2383869346733674
0.11557788944723618,3.237904522613066
0.12060301507537688,3.2374221105527643
0.12562814070351758,3.239939698492462
0.1306532663316583,3.242457286432161
0.135678391959799,3.2419748743718597
0.1407035175879397,3.242492462311558
0.1457286432160804,3.2420100502512565
0.15075376884422112,3.2415276381909552
0.15577889447236182,3.2410452261306535
0.16080402010050251,3.2465628140703524
0.1658291457286432,3.2470804020100505
0.1708542713567839,3.246597989949749
0.17587939698492464,3.2531155778894476
0.18090452261306533,3.2536331658291457
0.18592964824120603,3.253150753768845
0.19095477386934673,3.258668341708543
0.19597989949748745,3.2591859296482415
0.20100502512562815,3.25870351758794
0.20603015075376885,3.2642211055276382
0.21105527638190955,3.2647386934673372
0.21608040201005024,3.264944723618091
0.22110552763819097,3.270773869346734
0.22613065326633167,3.2712914572864324
0.23115577889447236,3.272809045226131
0.23618090452261306,3.277125628140704
0.24120603015075376,3.2768442211055278
0.24623115577889448,3.2763618090452264
0.25125628140703515,3.281879396984925
0.2562814070351759,3.28148743718593
0.2613065326633166,3.2819145728643218
0.2663316582914573,3.2814321608040204
0.271356783919598,3.286949748743719
0.2763819095477387,3.2874673366834175
0.2814070351758794,3.286984924623116
0.2864321608040201,3.2865025125628144
0.2914572864321608,3.2916231155778894
0.2964824120603015,3.2934070351758793
0.30150753768844224,3.29305527638191
0.3065326633165829,3.2925728643216083
0.31155778894472363,3.2970904522613065
0.3165829145728643,3.297608040201005
0.32160804020100503,3.2981256281407036
0.32663316582914576,3.2976432160804023
0.3316582914572864,3.297160804020101
0.33668341708542715,3.2966783919597993
0.3417085427135678,3.297195979899498
0.34673366834170855,3.3007135678391966
0.35175879396984927,3.301231155778895
0.35678391959798994,3.301211055276382
0.36180904522613067,3.3012663316582915
0.36683417085427134,3.3007839195979902
0.37185929648241206,3.3003015075376885
0.3768844221105528,3.299819095477387
0.38190954773869346,3.299336683417086
0.3869346733668342,3.2988542713567837
0.3919597989949749,3.298371859296483
0.3969849246231156,3.297889447236181
0.4020100502512563,3.2974070351758793
0.40703517587939697,3.296924623115578
0.4120603015075377,3.2964422110552762
0.4170854271356784,3.295959798994975
0.4221105527638191,3.295477386934673
0.4271356783919598,3.295994974874372
0.4321608040201005,3.296512562814071
0.4371859296482412,3.2961256281407034
0.44221105527638194,3.2975477386934675
0.4472361809045226,3.2980653266331665
0.45226130653266333,3.2985829145728642
0.457286432160804,3.299100502512563
0.4623115577889447,3.2986180904522615
0.46733668341708545,3.29813567839196
0.4723618090452261,3.2976532663316585
0.47738693467336685,3.297170854271357
0.4824120603015075,3.296688442211056
0.48743718592964824,3.296206030150754
0.49246231155778897,3.2957236180904523
0.49748743718592964,3.2960050251256283
0.5025125628140703,3.295743718592965
0.507537688442211,3.2952311557788945
0.5125628140703518,3.294718592964824
0.5175879396984925,3.294206030150754
0.5226130653266332,3.2946934673366832
0.5276381909547738,3.2961809045226134
0.5326633165829145,3.2976683417085426
0.5376884422110553,3.2981557788944724
0.542713567839196,3.298643216080402
0.5477386934673367,3.2981306532663317
0.5527638190954774,3.2976180904522607
0.5577889447236181,3.2971055276381906
0.5628140703517588,3.29659296482412
0.5678391959798995,3.2962010050251256
0.5728643216080402,3.29656783919598
0.577889447236181,3.2954723618090456
0.5829145728643216,3.2955427135678392
0.5879396984924623,3.295030150753769
0.592964824120603,3.2945175879396986
0.5979899497487438,3.2940050251256285
0.6030150753768845,3.293492462311558
0.6080402010050251,3.2929798994974875
0.6130653266331658,3.292467336683417
0.6180904522613065,3.291954773869347
0.6231155778894473,3.2914422110552763
0.628140703517588,3.2909296482412063
0.6331658291457286,3.2904170854271357
0.6381909547738693,3.2899045226130657
0.6432160804020101,3.289391959798995
0.6482412060301508,3.2898793969849245
0.6532663316582915,3.2903668341708543
0.6582914572864321,3.2898542713567838
0.6633165829145728,3.290341708542713
0.6683417085427136,3.2908291457286434
0.6733668341708543,3.2913165829145727
0.678391959798995,3.291804020100502
0.6834170854271356,3.291291457286432
0.6884422110552764,3.2907788944723615
0.6934673366834171,3.2902663316582914
0.6984924623115578,3.289753768844221
0.7035175879396985,3.2892412060301504
0.7085427135678392,3.2887286432160803
0.7135678391959799,3.2883919597989952
0.7185929648241206,3.288703517587939
0.7236180904522613,3.288190954773869
0.7286432160804021,3.2876783919597985
0.7336683417085427,3.2871658291457284
0.7386934673366834,3.286653266331658
0.7437185929648241,3.286140703517588
0.7487437185929648,3.2856281407035173
0.7537688442211056,3.285115577889447
0.7587939698492463,3.284603015075376
0.7638190954773869,3.284090452261306
0.7688442211055276,3.283577889447236
0.7738693467336684,3.2830653266331655
0.7788944723618091,3.282552763819095
0.7839195979899498,3.2820402010050254
0.7889447236180904,3.2815276381909544
0.7939698492462312,3.2810150753768843
0.7989949748743719,3.2805025125628133
0.8040201005025126,3.280989949748744
0.8090452261306533,3.2824773869346733
0.8140703517587939,3.284517587939698
0.8190954773869347,3.284452261306533
0.8241206030150754,3.2839396984924627
0.8291457286432161,3.2844271356783916
0.8341708542713568,3.2839145728643215
0.8391959798994975,3.283402010050251
0.8442211055276382,3.282889447236181
0.8492462311557789,3.285311557788945
0.8542713567839196,3.2888643216080404
0.8592964824120604,3.28835175879397
0.864321608040201,3.2888391959798997
0.8693467336683417,3.2883266331658287
0.8743718592964824,3.2878140703517587
0.8793969849246231,3.288849246231156
0.8844221105527639,3.2927889447236183
0.8894472361809045,3.292361809045226
0.8944723618090452,3.2927638190954776
0.8994974874371859,3.292251256281407
0.9045226130653267,3.291738693467337
0.9095477386934674,3.293226130653266
0.914572864321608,3.2956432160804012
0.9195979899497487,3.2962010050251256
0.9246231155778895,3.295688442211055
0.9296482412060302,3.2954120603015076
0.9346733668341709,3.2956633165829152
0.9396984924623115,3.2951507537688443
0.9447236180904522,3.294638190954774
0.949748743718593,3.2941256281407036
0.9547738693467337,3.2936130653266336
0.9597989949748744,3.293100502512563
0.964824120603015,3.292587939698493
0.9698492462311558,3.2920753768844224
0.9748743718592965,3.291562814070352
0.9798994974874372,3.2990502512562814
0.9849246231155779,3.308231155778895
0.9899497487437187,3.334025125628141
0.9949748743718593,3.3837437185929646
1.0,3.553
